name,county_name,2014_fraction_above_65,2014_fraction_above_75,2014_fraction_above_85,2014_fraction_above_95,2015_fraction_above_65,2015_fraction_above_75,2015_fraction_above_85,2015_fraction_above_95,2016_fraction_above_65,2016_fraction_above_75,2016_fraction_above_85,2016_fraction_above_95
"Drew, Arkansas",Drew,0.07,0.04,0.02,0,0.05,0.03,0.01,0,0.07,0.04,0.02,0
"DuPage, Illinois",DuPage,1,1,1,0.91,1,1,1,0.88,1,1,1,0.86
"Dubois, Indiana",Dubois,0.5,0.25,0.11,0.02,0.75,0.43,0.14,0.03,0.35,0.18,0.09,0.02
"Dubuque, Iowa",Dubuque,0.79,0.47,0.2,0.05,0.5,0.28,0.14,0.04,0.69,0.38,0.16,0.04
"Duchesne, Utah",Duchesne,0.04,0.02,0.01,0,0.02,0.01,0,0,0.08,0.05,0.02,0
"Dukes, Massachusetts",Dukes,0.15,0.1,0.06,0,0.22,0.14,0.07,0,0.27,0.16,0.08,0
"Dundy, Nebraska",Dundy,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0
"Dunklin, Missouri",Dunklin,0.49,0.26,0.1,0.01,0.37,0.21,0.09,0.02,0.22,0.13,0.07,0.01
"Dunn, North Dakota",Dunn,0.42,0.32,0.13,0.01,0.5,0.37,0.17,0.01,0.48,0.39,0.24,0.02
"Dunn, Wisconsin",Dunn,0.52,0.27,0.07,0.01,0.37,0.15,0.05,0,0.57,0.24,0.06,0.01
"Duplin, North Carolina",Duplin,0.32,0.18,0.06,0,0.33,0.17,0.06,0,0.35,0.21,0.07,0
"Durham, North Carolina",Durham,0.85,0.73,0.57,0.22,0.96,0.87,0.67,0.31,0.93,0.83,0.64,0.27
"Dutchess, New York",Dutchess,0.73,0.55,0.35,0.06,0.7,0.52,0.32,0.05,0.6,0.43,0.24,0.03
"Duval, Florida",Duval,0.84,0.74,0.62,0.21,0.78,0.69,0.58,0.23,0.82,0.73,0.61,0.27
"Duval, Texas",Duval,0.03,0.01,0,0,0.02,0.01,0,0,0.02,0.01,0.01,0
"Dyer, Tennessee",Dyer,0.52,0.35,0.17,0.02,0.38,0.24,0.11,0.03,0.27,0.17,0.09,0.02
"Eagle, Colorado",Eagle,0.1,0.07,0.03,0,0.05,0.03,0.02,0,0.08,0.05,0.03,0
"Early, Georgia",Early,0.08,0.05,0.03,0,0.07,0.05,0.02,0,0.08,0.05,0.03,0
"East Baton Rouge, Louisiana",East Baton Rouge,0.94,0.87,0.7,0.29,0.9,0.79,0.6,0.24,0.96,0.89,0.73,0.32
"East Carroll, Louisiana",East Carroll,0.03,0.02,0.01,0,0.03,0.01,0,0,0.05,0.03,0.01,0
"East Feliciana, Louisiana",East Feliciana,0.29,0.17,0.06,0,0.2,0.11,0.04,0,0.36,0.22,0.09,0
"Eastland, Texas",Eastland,0.07,0.04,0.02,0,0.07,0.04,0.02,0,0.06,0.04,0.02,0
"Eaton, Michigan",Eaton,0.97,0.71,0.32,0.08,0.93,0.55,0.25,0.06,0.59,0.36,0.18,0.06
"Eau Claire, Wisconsin",Eau Claire,0.54,0.33,0.15,0.05,0.5,0.28,0.14,0.04,0.57,0.33,0.14,0.05
"Echols, Georgia",Echols,0.01,0,0,-0.01,0.02,0.01,0,-0.01,0.03,0.01,0,-0.01
"Ector, Texas",Ector,0.5,0.35,0.21,0.05,0.6,0.4,0.23,0.06,0.34,0.26,0.18,0.06
"Eddy, New Mexico",Eddy,0.27,0.15,0.07,0.01,0.21,0.13,0.06,0.01,0.2,0.13,0.06,0.01
"Eddy, North Dakota",Eddy,0.02,0.01,0,0,0.02,0.01,0,0,0.03,0.01,0,0
"Edgar, Illinois",Edgar,0.3,0.12,0.04,0,0.18,0.07,0.03,0,0.12,0.06,0.03,0
"Edgecombe, North Carolina",Edgecombe,0.49,0.31,0.15,0.02,0.51,0.32,0.15,0.03,0.47,0.3,0.13,0.02
"Edgefield, South Carolina",Edgefield,0.28,0.19,0.09,0,0.32,0.19,0.08,0,0.37,0.26,0.12,0
"Edmonson, Kentucky",Edmonson,0.12,0.04,0.01,0,0.47,0.23,0.05,0,0.12,0.04,0.01,0
"Edmunds, South Dakota",Edmunds,0.02,0.01,0.01,0,0.02,0.01,0,0,0.02,0.01,0,0
"Edwards, Illinois",Edwards,0.14,0.08,0.04,0,0.32,0.13,0.05,0,0.15,0.08,0.04,0
"Edwards, Kansas",Edwards,0.01,0.01,0,0,0.01,0,0,0,0.01,0.01,0,0
"Edwards, Texas",Edwards,0,0,0,0,0,0,0,-0.01,0,0,0,0
"Effingham, Georgia",Effingham,0.31,0.2,0.07,0,0.3,0.19,0.09,0,0.32,0.21,0.11,0.01
"Effingham, Illinois",Effingham,0.51,0.29,0.14,0.03,0.71,0.43,0.18,0.03,0.44,0.26,0.13,0.02
"El Dorado, California",El Dorado,0.08,0.06,0.04,0,0.07,0.05,0.03,0,0.12,0.07,0.04,0
"El Paso, Colorado",El Paso,0.36,0.28,0.19,0.09,0.4,0.31,0.22,0.08,0.39,0.3,0.2,0.09
"El Paso, Texas",El Paso,0.68,0.53,0.37,0.18,0.55,0.43,0.33,0.16,0.57,0.47,0.36,0.18
"Elbert, Colorado",Elbert,0.08,0.04,0.01,0,0.09,0.04,0.01,0,0.08,0.04,0.01,0
"Elbert, Georgia",Elbert,0.21,0.11,0.05,0,0.2,0.1,0.04,0,0.24,0.14,0.05,0
"Elk, Kansas",Elk,0.01,0,0,-0.01,0.01,0,0,-0.01,0.01,0,0,-0.01
"Elk, Pennsylvania",Elk,0.2,0.11,0.05,0,0.19,0.12,0.05,0.01,0.15,0.1,0.05,0
"Elkhart, Indiana",Elkhart,1,0.99,0.8,0.22,1,0.99,0.77,0.2,0.98,0.92,0.69,0.16
"Elko, Nevada",Elko,0,0,0,0,0,0,0,0,0.01,0,0,0
"Elliott, Kentucky",Elliott,0.05,0.02,0.01,0,0.47,0.19,0.04,0,0.09,0.04,0.01,0
"Ellis, Kansas",Ellis,0.14,0.08,0.04,0.01,0.06,0.03,0.02,0,0.08,0.05,0.03,0
"Ellis, Oklahoma",Ellis,0.04,0.02,0.01,0,0.02,0.01,0.01,0,0.01,0.01,0,0
"Ellis, Texas",Ellis,0.63,0.44,0.25,0.04,0.49,0.32,0.18,0.02,0.6,0.42,0.24,0.04
"Ellsworth, Kansas",Ellsworth,0.1,0.05,0.02,0,0.03,0.02,0.01,0,0.03,0.02,0.01,0
"Elmore, Alabama",Elmore,0.51,0.31,0.12,0,0.43,0.26,0.11,0.01,0.62,0.44,0.2,0.01
"Elmore, Idaho",Elmore,0.02,0.01,0,0,0.01,0.01,0,0,0.01,0.01,0,0
"Emanuel, Georgia",Emanuel,0.09,0.05,0.03,0,0.1,0.06,0.04,0,0.13,0.08,0.04,0
"Emery, Utah",Emery,0,0,0,0,0,0,0,0,0,0,0,0
"Emmet, Iowa",Emmet,0.25,0.1,0.03,0,0.07,0.03,0.02,0,0.57,0.21,0.05,0
"Emmet, Michigan",Emmet,0.27,0.18,0.09,0.01,0.22,0.14,0.07,0.01,0.31,0.19,0.09,0.01
"Emmons, North Dakota",Emmons,0.02,0.01,0,0,0.01,0,0,0,0.01,0,0,0
"Emporia, Virginia",Emporia,1,1,0.91,0.3,1,1,0.97,0.42,1,1,0.94,0.4
"Erath, Texas",Erath,0.13,0.07,0.03,0,0.1,0.05,0.02,0,0.11,0.07,0.03,0
"Erie, New York",Erie,0.99,0.9,0.66,0.25,0.97,0.85,0.64,0.26,0.97,0.85,0.6,0.23
"Erie, Ohio",Erie,0.99,0.95,0.55,0.12,0.99,0.95,0.65,0.11,0.92,0.8,0.42,0.09
"Erie, Pennsylvania",Erie,0.89,0.67,0.35,0.11,0.93,0.72,0.38,0.1,0.76,0.53,0.29,0.07
"Escambia, Alabama",Escambia,0.19,0.12,0.06,0.01,0.16,0.09,0.05,0,0.21,0.13,0.07,0.01
"Escambia, Florida",Escambia,0.5,0.41,0.3,0.1,0.44,0.35,0.27,0.08,0.5,0.41,0.3,0.1
"Esmeralda, Nevada",Esmeralda,0,0,0,0,0,0,0,0,0,0,0,0
"Essex, Massachusetts",Essex,0.98,0.95,0.83,0.31,0.99,0.97,0.89,0.32,0.99,0.96,0.84,0.32
"Essex, New Jersey",Essex,1,1,1,0.91,1,1,1,0.91,1,1,1,0.89
"Essex, New York",Essex,0.07,0.05,0.03,0,0.09,0.05,0.02,0,0.07,0.04,0.02,0
"Essex, Vermont",Essex,0.04,0.02,0.01,0,0.03,0.02,0.01,0,0.03,0.02,0.01,0
"Essex, Virginia",Essex,0.12,0.05,0.02,0,0.26,0.13,0.04,0,0.16,0.08,0.02,0
"Estill, Kentucky",Estill,0.1,0.06,0.02,0,0.51,0.26,0.09,0,0.25,0.13,0.04,0
"Etowah, Alabama",Etowah,0.58,0.38,0.19,0.03,0.67,0.47,0.24,0.04,0.68,0.48,0.23,0.03
"Eureka, Nevada",Eureka,0.01,0.01,0,0,0,0,0,0,0.01,0.01,0,0
"Evangeline, Louisiana",Evangeline,0.16,0.07,0.03,0,0.12,0.06,0.03,0,0.24,0.13,0.05,0
"Evans, Georgia",Evans,0.2,0.11,0.06,0.01,0.21,0.11,0.05,0.01,0.23,0.14,0.07,0.01
"Fairbanks North Star, Alaska",Fairbanks North Star,0.99,0.79,0.05,0,1,0.96,0.05,0,1,1,0.66,0
"Fairfax, Virginia",Fairfax,1,1,1,0.94,1,1,1,0.99,1,1,1,0.94
"Fairfield, Connecticut",Fairfield,0.99,0.96,0.81,0.22,0.98,0.93,0.76,0.21,0.99,0.96,0.81,0.2
"Fairfield, Ohio",Fairfield,0.83,0.63,0.31,0.05,0.99,0.95,0.63,0.08,0.96,0.82,0.44,0.06
"Fairfield, South Carolina",Fairfield,0.19,0.11,0.04,0,0.2,0.11,0.04,0,0.26,0.16,0.07,0
"Fajardo, Puerto Rico",Fajardo,0.78,0.71,0.53,0.15,0.78,0.67,0.49,0.1,0.8,0.72,0.55,0.15
"Fall River, South Dakota",Fall River,0.02,0.01,0,0,0.01,0,0,0,0.01,0,0,0
"Fallon, Montana",Fallon,0.02,0.01,0,0,0.01,0,0,0,0.01,0,0,0
"Falls Church, Virginia",Falls Church,1,1,1,0.97,1,1,1,1,1,1,1,1
"Falls, Texas",Falls,0.06,0.03,0.01,0,0.03,0.02,0.01,0,0.05,0.03,0.01,0
"Fannin, Georgia",Fannin,0.09,0.05,0.02,0,0.17,0.07,0.02,0,0.16,0.08,0.03,0
"Fannin, Texas",Fannin,0.12,0.05,0.02,0,0.08,0.04,0.01,0,0.09,0.05,0.02,0
"Faribault, Minnesota",Faribault,0.29,0.1,0.03,0.01,0.08,0.04,0.02,0,0.69,0.21,0.05,0
"Faulk, South Dakota",Faulk,0.02,0.01,0,0,0.01,0,0,0,0.01,0,0,0
"Faulkner, Arkansas",Faulkner,0.64,0.41,0.19,0.03,0.65,0.44,0.21,0.03,0.64,0.44,0.21,0.03
"Fauquier, Virginia",Fauquier,0.26,0.13,0.06,0,0.59,0.26,0.09,0,0.31,0.14,0.06,0
"Fayette, Alabama",Fayette,0.09,0.04,0.01,0,0.07,0.03,0.01,0,0.12,0.05,0.02,0
"Fayette, Georgia",Fayette,0.98,0.91,0.71,0.08,0.97,0.88,0.64,0.05,0.98,0.92,0.73,0.08
"Fayette, Illinois",Fayette,0.26,0.12,0.04,0.01,0.4,0.16,0.05,0.01,0.13,0.06,0.03,0
"Fayette, Indiana",Fayette,0.82,0.36,0.11,0.02,0.87,0.45,0.13,0.02,0.81,0.37,0.1,0.01
"Fayette, Iowa",Fayette,0.55,0.21,0.05,0,0.18,0.07,0.03,0,0.71,0.28,0.05,0
"Fayette, Kentucky",Fayette,0.88,0.78,0.57,0.23,1,0.99,0.91,0.31,0.99,0.94,0.64,0.28
"Fayette, Ohio",Fayette,0.37,0.17,0.07,0.02,0.97,0.53,0.12,0.02,0.76,0.34,0.1,0.02
"Fayette, Pennsylvania",Fayette,0.73,0.52,0.22,0.01,0.8,0.65,0.37,0.04,0.69,0.56,0.33,0.04
"Fayette, Tennessee",Fayette,0.28,0.16,0.06,0,0.29,0.16,0.05,0,0.35,0.2,0.08,0
"Fayette, Texas",Fayette,0.15,0.08,0.04,0,0.08,0.05,0.02,0,0.09,0.05,0.03,0
"Fayette, West Virginia",Fayette,0.31,0.17,0.06,0,0.59,0.36,0.18,0.02,0.4,0.26,0.12,0.01
"Fentress, Tennessee",Fentress,0.07,0.03,0.01,0,0.22,0.13,0.05,0,0.13,0.07,0.02,0
"Fergus, Montana",Fergus,0.02,0.01,0,0,0.01,0,0,0,0.01,0,0,0
"Ferry, Washington",Ferry,0.01,0,0,0,0,0,0,0,0.02,0.01,0,0
"Fillmore, Minnesota",Fillmore,0.47,0.17,0.04,0,0.43,0.1,0.03,0,0.66,0.24,0.04,0
"Fillmore, Nebraska",Fillmore,0.1,0.04,0.02,0,0.05,0.03,0.02,0,0.19,0.08,0.03,0
"Finney, Kansas",Finney,0.14,0.08,0.04,0.01,0.09,0.05,0.03,0,0.06,0.04,0.02,0
"Fisher, Texas",Fisher,0.02,0.01,0,0,0.02,0.01,0,0,0.01,0.01,0,0
"Flagler, Florida",Flagler,0.25,0.21,0.15,0.01,0.22,0.19,0.14,0.01,0.25,0.21,0.16,0.01
"Flathead, Montana",Flathead,0.07,0.05,0.02,0,0.03,0.02,0.01,0,0.06,0.04,0.02,0
"Fleming, Kentucky",Fleming,0.17,0.06,0.01,0,0.65,0.35,0.09,0,0.31,0.14,0.02,0
"Florence, South Carolina",Florence,0.45,0.32,0.18,0.03,0.58,0.39,0.2,0.03,0.58,0.43,0.23,0.04
"Florence, Wisconsin",Florence,0.1,0.05,0.02,0,0.08,0.04,0.01,0,0.13,0.07,0.02,0
"Florida, Puerto Rico",Florida,0.73,0.59,0.36,0.01,0.68,0.5,0.29,-0.01,0.82,0.68,0.36,0
"Floyd, Georgia",Floyd,0.37,0.25,0.16,0.03,0.49,0.34,0.2,0.03,0.46,0.3,0.18,0.03
"Floyd, Indiana",Floyd,0.96,0.82,0.49,0.1,1,0.99,0.8,0.15,0.93,0.8,0.53,0.09
"Floyd, Iowa",Floyd,0.52,0.2,0.06,0.01,0.23,0.09,0.04,0,0.54,0.21,0.06,0.01
"Floyd, Kentucky",Floyd,0.47,0.3,0.1,0,0.82,0.65,0.38,0.02,0.59,0.41,0.16,0
"Floyd, Texas",Floyd,0.03,0.01,0,0,0.02,0.01,0,0,0.02,0.01,0.01,0
"Floyd, Virginia",Floyd,0.03,0.01,0,0,0.13,0.05,0.01,0,0.05,0.02,0,0
"Fluvanna, Virginia",Fluvanna,0.09,0.05,0.02,0,0.35,0.17,0.05,0,0.14,0.07,0.03,0
"Foard, Texas",Foard,0.01,0,0,0,0,0,0,0,0,0,0,0
"Fond du Lac, Wisconsin",Fond du Lac,0.98,0.68,0.22,0.04,0.83,0.38,0.13,0.03,0.97,0.74,0.25,0.04
"Ford, Illinois",Ford,0.34,0.12,0.04,0.01,0.11,0.05,0.03,0,0.11,0.06,0.03,0
"Ford, Kansas",Ford,0.16,0.1,0.05,0.01,0.09,0.05,0.03,0.01,0.06,0.05,0.03,0.01
"Forest, Pennsylvania",Forest,0.15,0.08,0.03,0,0.12,0.07,0.02,0,0.11,0.06,0.02,0
"Forest, Wisconsin",Forest,0.06,0.04,0.02,0,0.05,0.03,0.01,0,0.07,0.04,0.02,0
"Forrest, Mississippi",Forrest,0.45,0.33,0.18,0.04,0.4,0.27,0.15,0.02,0.49,0.39,0.23,0.05
"Forsyth, Georgia",Forsyth,0.97,0.91,0.72,0.11,0.99,0.92,0.74,0.08,0.99,0.95,0.8,0.14
"Forsyth, North Carolina",Forsyth,0.91,0.82,0.63,0.17,0.97,0.93,0.76,0.22,0.98,0.91,0.71,0.22
"Fort Bend, Texas",Fort Bend,0.75,0.56,0.41,0.18,0.69,0.52,0.39,0.19,0.68,0.54,0.4,0.22
"Foster, North Dakota",Foster,0.03,0.02,0.01,0,0.03,0.01,0,0,0.06,0.03,0.01,0
"Fountain, Indiana",Fountain,0.4,0.13,0.05,0,0.13,0.06,0.03,0,0.14,0.06,0.03,0
"Franklin, Alabama",Franklin,0.14,0.07,0.03,0,0.14,0.07,0.03,0,0.2,0.11,0.05,0
"Franklin, Arkansas",Franklin,0.19,0.08,0.03,0,0.12,0.06,0.03,0,0.09,0.05,0.02,0
"Franklin, Florida",Franklin,0.04,0.03,0.01,0,0.04,0.03,0.01,0,0.06,0.04,0.02,0
"Franklin, Georgia",Franklin,0.41,0.23,0.11,0.01,0.46,0.22,0.09,0,0.55,0.31,0.12,0.01
"Franklin, Idaho",Franklin,0.04,0.02,0.01,0,0.01,0.01,0,0,0.09,0.04,0.01,0
"Franklin, Illinois",Franklin,0.57,0.33,0.13,0.01,0.82,0.53,0.2,0.02,0.54,0.32,0.13,0.01
"Franklin, Indiana",Franklin,0.52,0.18,0.04,0,0.68,0.29,0.06,0,0.75,0.3,0.05,0
"Franklin, Iowa",Franklin,0.46,0.16,0.04,0,0.11,0.05,0.02,0,0.52,0.18,0.04,0
"Franklin, Kansas",Franklin,0.36,0.17,0.06,0.01,0.11,0.06,0.03,0,0.11,0.06,0.03,0
"Franklin, Kentucky",Franklin,0.42,0.29,0.16,0.06,0.84,0.65,0.35,0.09,0.59,0.44,0.23,0.07
"Franklin, Louisiana",Franklin,0.13,0.06,0.02,0,0.08,0.05,0.02,0,0.16,0.09,0.03,0
"Franklin, Maine",Franklin,0.05,0.03,0.01,0,0.05,0.03,0.01,0,0.06,0.03,0.01,0
"Franklin, Massachusetts",Franklin,0.27,0.17,0.08,0.01,0.29,0.17,0.07,0,0.26,0.17,0.08,0.01
"Franklin, Mississippi",Franklin,0.04,0.02,0,0,0.02,0.01,0,-0.01,0.04,0.02,0.01,0
"Franklin, Missouri",Franklin,0.6,0.39,0.15,0.02,0.33,0.19,0.09,0.01,0.4,0.24,0.1,0.01
"Franklin, Nebraska",Franklin,0.06,0.03,0.01,0,0.01,0.01,0,0,0.05,0.02,0.01,0
"Franklin, New York",Franklin,0.15,0.09,0.04,0,0.14,0.08,0.04,0,0.18,0.09,0.04,0
"Franklin, North Carolina",Franklin,0.47,0.28,0.1,0,0.65,0.41,0.16,0.01,0.55,0.35,0.12,0.01
"Franklin, Ohio",Franklin,1,1,0.97,0.65,1,1,1,0.72,1,0.99,0.96,0.66
"Franklin, Pennsylvania",Franklin,0.64,0.48,0.24,0.04,0.68,0.5,0.24,0.04,0.76,0.64,0.39,0.05
"Franklin, Tennessee",Franklin,0.15,0.1,0.05,0,0.29,0.17,0.08,0,0.24,0.14,0.07,0
"Franklin, Texas",Franklin,0.21,0.1,0.03,0,0.17,0.07,0.03,0,0.19,0.1,0.03,0
"Franklin, Vermont",Franklin,0.37,0.17,0.06,0.01,0.36,0.16,0.06,0.01,0.33,0.16,0.06,0.01
"Franklin, Virginia",Franklin,0.99,0.93,0.77,0.3,0.99,0.94,0.79,0.4,0.94,0.89,0.76,0.35
"Franklin, Washington",Franklin,0.14,0.1,0.07,0.01,0.08,0.06,0.04,0.01,0.11,0.08,0.05,0.01
"Frederick, Maryland",Frederick,0.7,0.44,0.24,0.05,0.96,0.65,0.29,0.07,0.95,0.76,0.35,0.07
"Frederick, Virginia",Frederick,0.4,0.27,0.14,0.03,0.61,0.41,0.2,0.04,0.48,0.34,0.17,0.03
"Fredericksburg, Virginia",Fredericksburg,1,1,1,0.8,1,1,1,0.86,1,1,0.98,0.73
"Freeborn, Minnesota",Freeborn,0.69,0.33,0.09,0.02,0.42,0.17,0.06,0.01,0.87,0.39,0.09,0.01
"Freestone, Texas",Freestone,0.19,0.11,0.05,0,0.1,0.06,0.03,0,0.13,0.08,0.04,0
"Fremont, Colorado",Fremont,0.09,0.07,0.04,0,0.11,0.08,0.04,0,0.06,0.04,0.02,0
"Fremont, Idaho",Fremont,0.02,0.01,0,0,0,0,0,0,0.04,0.02,0,0
"Fremont, Iowa",Fremont,0.17,0.07,0.03,0,0.05,0.03,0.01,0,0.13,0.06,0.02,0
"Fremont, Wyoming",Fremont,0.01,0.01,0,0,0.02,0.01,0,0,0.02,0.01,0,0
"Fresno, California",Fresno,0.15,0.11,0.06,0.02,0.13,0.09,0.05,0.01,0.16,0.11,0.06,0.02
"Frio, Texas",Frio,0.35,0.18,0.08,0.01,0.28,0.16,0.08,0.01,0.14,0.1,0.06,0.01
"Frontier, Nebraska",Frontier,0.01,0,0,0,0,0,0,0,0.01,0,0,0
"Fulton, Arkansas",Fulton,0.16,0.07,0.02,0,0.1,0.04,0.01,0,0.06,0.02,0.01,0
"Fulton, Georgia",Fulton,0.95,0.9,0.85,0.51,0.97,0.91,0.85,0.42,0.98,0.93,0.87,0.52
"Fulton, Illinois",Fulton,0.38,0.16,0.06,0.01,0.13,0.07,0.03,0,0.13,0.07,0.04,0
"Fulton, Indiana",Fulton,0.69,0.28,0.07,0.01,0.63,0.2,0.06,0.01,0.35,0.12,0.04,0
"Fulton, Kentucky",Fulton,0.24,0.12,0.05,0,0.36,0.16,0.07,0.01,0.13,0.07,0.05,0
"Fulton, New York",Fulton,0.33,0.24,0.1,0.02,0.35,0.25,0.11,0.02,0.31,0.2,0.08,0.01
"Fulton, Ohio",Fulton,0.99,0.89,0.41,0.04,0.95,0.65,0.19,0.03,0.61,0.3,0.11,0.02
"Fulton, Pennsylvania",Fulton,0.25,0.12,0.03,0,0.21,0.08,0.02,0,0.29,0.14,0.03,0
"Furnas, Nebraska",Furnas,0.05,0.02,0.01,0,0.02,0.01,0.01,0,0.04,0.02,0.01,0
"Gadsden, Florida",Gadsden,0.22,0.13,0.06,0,0.21,0.12,0.05,0,0.25,0.17,0.08,0.01
"Gage, Nebraska",Gage,0.19,0.09,0.04,0,0.08,0.05,0.02,0,0.16,0.07,0.03,0
"Gaines, Texas",Gaines,0.27,0.11,0.04,0,0.09,0.05,0.03,0,0.09,0.06,0.03,0
"Galax, Virginia",Galax,1,0.94,0.73,0.14,1,1,0.94,0.3,1,0.97,0.8,0.19
"Gallatin, Illinois",Gallatin,0.09,0.05,0.02,-0.01,0.46,0.15,0.04,0,0.16,0.08,0.04,0
"Gallatin, Kentucky",Gallatin,0.65,0.4,0.15,0.03,0.97,0.72,0.26,0.03,0.91,0.61,0.17,0.02
"Gallatin, Montana",Gallatin,0.13,0.09,0.05,0.01,0.07,0.05,0.02,0,0.13,0.09,0.04,0
"Gallia, Ohio",Gallia,0.13,0.08,0.04,0,0.48,0.26,0.09,0.01,0.32,0.19,0.07,0.01
"Galveston, Texas",Galveston,0.83,0.73,0.56,0.15,0.79,0.72,0.57,0.15,0.8,0.75,0.61,0.21
"Garden, Nebraska",Garden,0,0,0,0,0,0,0,0,0,0,0,0
"Garfield, Colorado",Garfield,0.08,0.05,0.02,0,0.03,0.02,0.01,0,0.07,0.04,0.02,0
"Garfield, Montana",Garfield,0,0,0,0,0,0,0,-0.01,0,0,0,0
"Garfield, Nebraska",Garfield,0.01,0.01,0,0,0.01,0,0,0,0.02,0.01,0,0
"Garfield, Oklahoma",Garfield,0.35,0.2,0.09,0.02,0.19,0.11,0.06,0.01,0.16,0.1,0.06,0.02
"Garfield, Utah",Garfield,0,0,0,0,0,0,0,0,0,0,0,0
"Garfield, Washington",Garfield,0.01,0,0,-0.01,0,0,0,-0.01,0,0,0,0
"Garland, Arkansas",Garland,0.35,0.26,0.14,0.02,0.39,0.29,0.15,0.02,0.37,0.29,0.17,0.03
"Garrard, Kentucky",Garrard,0.24,0.12,0.03,0,0.86,0.53,0.16,0,0.58,0.28,0.06,0
"Garrett, Maryland",Garrett,0.31,0.18,0.07,0,0.38,0.21,0.08,0,0.36,0.22,0.09,0.01
"Garvin, Oklahoma",Garvin,0.36,0.13,0.05,0,0.21,0.1,0.05,0,0.19,0.11,0.06,0.01
"Garza, Texas",Garza,0.04,0.01,0,0,0.01,0.01,0,0,0.01,0.01,0,0
"Gasconade, Missouri",Gasconade,0.18,0.08,0.03,0,0.07,0.03,0.02,0,0.07,0.04,0.02,0
"Gaston, North Carolina",Gaston,0.98,0.93,0.62,0.11,0.99,0.99,0.76,0.1,0.99,0.97,0.73,0.15
"Gates, North Carolina",Gates,0.31,0.16,0.05,-0.01,0.2,0.1,0.03,0,0.15,0.07,0.02,0
"Geary, Kansas",Geary,0.54,0.37,0.2,0.04,0.24,0.16,0.09,0.02,0.22,0.15,0.09,0.02
"Geauga, Ohio",Geauga,0.99,0.89,0.55,0.06,0.99,0.88,0.51,0.04,0.98,0.87,0.52,0.02
"Gem, Idaho",Gem,0.04,0.03,0.01,0,0.03,0.01,0.01,0,0.05,0.02,0.01,0
"Genesee, Michigan",Genesee,1,0.99,0.91,0.27,1,0.98,0.77,0.22,0.99,0.97,0.76,0.2
"Genesee, New York",Genesee,0.95,0.73,0.24,0.03,0.99,0.84,0.32,0.03,0.79,0.47,0.16,0.03
"Geneva, Alabama",Geneva,0.22,0.09,0.03,0,0.12,0.05,0.02,0,0.21,0.1,0.03,0
"Gentry, Missouri",Gentry,0.11,0.04,0.02,0,0.02,0.01,0.01,0,0.02,0.01,0.01,0
"George, Mississippi",George,0.17,0.07,0.01,0,0.18,0.07,0.02,0,0.28,0.15,0.04,0
"Georgetown, South Carolina",Georgetown,0.2,0.14,0.07,0.01,0.21,0.14,0.07,0.01,0.23,0.16,0.09,0.01
"Gibson, Indiana",Gibson,0.5,0.26,0.11,0.02,0.78,0.48,0.17,0.03,0.4,0.21,0.1,0.01
"Gibson, Tennessee",Gibson,0.55,0.35,0.13,0.02,0.53,0.3,0.11,0.01,0.45,0.29,0.12,0.02
"Gila, Arizona",Gila,0.02,0.01,0.01,0,0.02,0.01,0,0,0.02,0.01,0.01,0
"Gilchrist, Florida",Gilchrist,0.06,0.04,0.02,0,0.07,0.04,0.01,0,0.1,0.06,0.03,0
"Giles, Tennessee",Giles,0.18,0.09,0.04,0,0.16,0.08,0.03,0,0.21,0.11,0.04,0
"Giles, Virginia",Giles,0.09,0.06,0.03,0,0.3,0.15,0.06,0.01,0.14,0.09,0.04,0
"Gillespie, Texas",Gillespie,0.05,0.03,0.01,0,0.03,0.02,0.01,0,0.04,0.02,0.01,0
"Gilliam, Oregon",Gilliam,0,0,0,-0.01,0,0,0,-0.01,0,0,0,-0.01
"Gilmer, Georgia",Gilmer,0.13,0.06,0.02,0,0.18,0.09,0.03,0,0.17,0.09,0.03,0
"Gilmer, West Virginia",Gilmer,0.04,0.02,0.01,0,0.15,0.08,0.04,0,0.1,0.06,0.02,0
"Gilpin, Colorado",Gilpin,0.28,0.17,0.08,0.01,0.33,0.14,0.07,0.01,0.21,0.13,0.06,0.01
"Glacier, Montana",Glacier,0.09,0.05,0.02,0,0.03,0.02,0,0,0.02,0.01,0,0
"Glades, Florida",Glades,0.04,0.03,0.01,0,0.04,0.02,0.01,0,0.05,0.03,0.01,0
"Gladwin, Michigan",Gladwin,0.31,0.16,0.05,0,0.23,0.11,0.03,0,0.4,0.18,0.04,0
"Glascock, Georgia",Glascock,0.05,0.02,0.01,0,0.05,0.02,0.01,0,0.07,0.04,0.01,0
"Glasscock, Texas",Glasscock,0.14,0.08,0.04,0,0.49,0.31,0.14,0.02,0.13,0.09,0.04,0
"Glenn, California",Glenn,0.02,0.01,0.01,0,0.02,0.01,0,0,0.02,0.01,0.01,0
"Gloucester, New Jersey",Gloucester,0.99,0.96,0.8,0.25,0.99,0.99,0.89,0.3,0.99,0.98,0.85,0.24
"Gloucester, Virginia",Gloucester,0.46,0.28,0.11,0.01,0.55,0.36,0.16,0.02,0.42,0.27,0.11,0.01
"Glynn, Georgia",Glynn,0.35,0.27,0.17,0.03,0.35,0.27,0.16,0.04,0.38,0.29,0.18,0.05
