name,county_name,2014_fraction_above_65,2014_fraction_above_75,2014_fraction_above_85,2014_fraction_above_95,2015_fraction_above_65,2015_fraction_above_75,2015_fraction_above_85,2015_fraction_above_95,2016_fraction_above_65,2016_fraction_above_75,2016_fraction_above_85,2016_fraction_above_95
"Sagadahoc, Maine",Sagadahoc,0.29,0.17,0.09,0.01,0.48,0.25,0.11,0.01,0.42,0.22,0.1,0.02
"Saginaw, Michigan",Saginaw,0.95,0.82,0.5,0.09,0.88,0.65,0.34,0.08,0.84,0.64,0.38,0.07
"Saguache, Colorado",Saguache,0,0,0,0,0,0,0,-0.01,0,0,0,0
"Salem, New Jersey",Salem,0.87,0.64,0.27,0.03,0.94,0.83,0.42,0.06,0.92,0.78,0.33,0.03
"Salem, Virginia",Salem,1,0.99,0.97,0.5,1,1,1,0.78,1,1,0.98,0.54
"Salinas, Puerto Rico",Salinas,0.61,0.5,0.35,0.04,0.58,0.46,0.28,0.02,0.7,0.6,0.38,0.03
"Saline, Arkansas",Saline,0.4,0.31,0.18,0.02,0.42,0.33,0.2,0.02,0.4,0.32,0.18,0.01
"Saline, Illinois",Saline,0.31,0.17,0.08,0.01,0.76,0.48,0.14,0.01,0.37,0.2,0.09,0.01
"Saline, Kansas",Saline,0.48,0.28,0.13,0.03,0.12,0.08,0.05,0.01,0.15,0.1,0.05,0.01
"Saline, Missouri",Saline,0.21,0.11,0.05,0,0.09,0.05,0.03,0,0.07,0.04,0.02,0
"Saline, Nebraska",Saline,0.14,0.07,0.03,0,0.07,0.04,0.02,0,0.23,0.09,0.04,0
"Salt Lake, Utah",Salt Lake,0.89,0.81,0.63,0.34,0.73,0.58,0.44,0.25,0.95,0.81,0.6,0.35
"Saluda, South Carolina",Saluda,0.23,0.11,0.03,0,0.21,0.1,0.03,0,0.31,0.16,0.05,0
"Sampson, North Carolina",Sampson,0.32,0.16,0.05,0,0.35,0.17,0.05,0,0.41,0.23,0.07,0
"San Augustine, Texas",San Augustine,0.05,0.02,0.01,0,0.03,0.01,0,0,0.07,0.04,0.01,0
"San Benito, California",San Benito,0.03,0.02,0.01,0,0.04,0.02,0.01,0,0.04,0.03,0.01,0
"San Bernardino, California",San Bernardino,0.07,0.05,0.04,0.01,0.06,0.05,0.03,0.01,0.07,0.05,0.04,0.01
"San Diego, California",San Diego,0.32,0.27,0.2,0.08,0.27,0.23,0.18,0.06,0.31,0.26,0.2,0.08
"San Francisco, California",San Francisco,1,0.99,0.95,0.83,1,0.96,0.95,0.79,1,1,0.95,0.83
"San Germ\xe1n, Puerto Rico",San Germ\xe1n,0.72,0.66,0.41,0.05,0.75,0.64,0.34,0.03,0.78,0.7,0.44,0.04
"San Jacinto, Texas",San Jacinto,0.23,0.12,0.04,0,0.22,0.11,0.04,0,0.25,0.15,0.05,0
"San Joaquin, California",San Joaquin,0.47,0.34,0.21,0.08,0.48,0.32,0.19,0.07,0.66,0.46,0.23,0.08
"San Juan, Colorado",San Juan,0.01,0,0,-0.01,0,0,0,-0.01,0,0,0,0
"San Juan, New Mexico",San Juan,0.06,0.04,0.02,0,0.05,0.03,0.02,0,0.05,0.04,0.02,0
"San Juan, Puerto Rico",San Juan,1,1,1,0.81,1,1,1,0.76,1,1,1,0.81
"San Juan, Utah",San Juan,0,0,0,0,0,0,0,0,0,0,0,0
"San Juan, Washington",San Juan,0.03,0.02,0.01,0,0.03,0.01,0,0,0.06,0.02,0.01,0
"San Lorenzo, Puerto Rico",San Lorenzo,0.89,0.72,0.44,0.02,0.84,0.63,0.34,0.01,0.92,0.79,0.48,0.02
"San Luis Obispo, California",San Luis Obispo,0.07,0.05,0.03,0,0.06,0.04,0.02,0,0.07,0.05,0.03,0
"San Mateo, California",San Mateo,0.47,0.4,0.33,0.14,0.44,0.38,0.31,0.13,0.49,0.41,0.33,0.14
"San Miguel, Colorado",San Miguel,0,0,0,0,0,0,0,-0.01,0,0,0,0
"San Miguel, New Mexico",San Miguel,0,0,0,0,0,0,0,0,0,0,0,0
"San Patricio, Texas",San Patricio,0.38,0.22,0.11,0.02,0.32,0.2,0.12,0.02,0.31,0.21,0.13,0.03
"San Saba, Texas",San Saba,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0
"San Sebasti\xe1n, Puerto Rico",San Sebasti\xe1n,0.77,0.64,0.37,0.02,0.71,0.56,0.26,0.01,0.79,0.65,0.39,0.02
"Sanborn, South Dakota",Sanborn,0.03,0.01,0,0,0,0,0,-0.01,0.04,0.01,0,-0.01
"Sanders, Montana",Sanders,0.01,0.01,0,0,0,0,0,-0.01,0.01,0,0,0
"Sandoval, New Mexico",Sandoval,0.05,0.04,0.02,0,0.04,0.02,0.01,0,0.04,0.03,0.02,0
"Sandusky, Ohio",Sandusky,0.99,0.94,0.33,0.06,0.99,0.88,0.3,0.06,0.72,0.41,0.16,0.04
"Sangamon, Illinois",Sangamon,0.91,0.66,0.33,0.09,0.64,0.42,0.24,0.08,0.6,0.4,0.22,0.07
"Sanilac, Michigan",Sanilac,0.57,0.2,0.04,0,0.4,0.12,0.04,0,0.46,0.14,0.04,0
"Sanpete, Utah",Sanpete,0.04,0.03,0.01,0,0.02,0.01,0.01,0,0.05,0.03,0.02,0
"Santa Barbara, California",Santa Barbara,0.09,0.07,0.05,0.01,0.08,0.06,0.04,0.01,0.09,0.07,0.05,0.01
"Santa Clara, California",Santa Clara,0.38,0.33,0.26,0.15,0.37,0.31,0.25,0.13,0.42,0.35,0.27,0.15
"Santa Cruz, Arizona",Santa Cruz,0.06,0.04,0.02,0,0.05,0.03,0.02,0,0.05,0.04,0.02,0
"Santa Cruz, California",Santa Cruz,0.24,0.18,0.12,0.03,0.23,0.18,0.12,0.03,0.27,0.2,0.13,0.03
"Santa Fe, New Mexico",Santa Fe,0.12,0.08,0.05,0.01,0.08,0.05,0.03,0,0.09,0.07,0.04,0.01
"Santa Isabel, Puerto Rico",Santa Isabel,0.88,0.74,0.49,0.08,0.87,0.71,0.44,0.05,0.96,0.85,0.51,0.07
"Santa Rosa, Florida",Santa Rosa,0.32,0.23,0.13,0.02,0.24,0.17,0.11,0.01,0.3,0.21,0.14,0.02
"Sarasota, Florida",Sarasota,0.59,0.51,0.42,0.12,0.54,0.47,0.39,0.09,0.61,0.52,0.43,0.12
"Saratoga, New York",Saratoga,0.62,0.49,0.32,0.05,0.68,0.56,0.35,0.05,0.58,0.44,0.27,0.04
"Sargent, North Dakota",Sargent,0.03,0.01,0,0,0.03,0.01,0,0,0.04,0.02,0,0
"Sarpy, Nebraska",Sarpy,1,0.95,0.79,0.31,0.89,0.78,0.56,0.21,1,0.99,0.85,0.33
"Sauk, Wisconsin",Sauk,0.43,0.24,0.11,0.03,0.38,0.2,0.09,0.02,0.69,0.4,0.16,0.03
"Saunders, Nebraska",Saunders,0.41,0.2,0.04,0,0.18,0.07,0.02,0,0.69,0.41,0.13,0
"Sawyer, Wisconsin",Sawyer,0.08,0.04,0.02,0,0.07,0.03,0.01,0,0.13,0.06,0.02,0
"Schenectady, New York",Schenectady,0.84,0.64,0.42,0.16,0.92,0.76,0.49,0.16,0.69,0.5,0.35,0.12
"Schleicher, Texas",Schleicher,0.01,0,0,0,0,0,0,0,0,0,0,0
"Schley, Georgia",Schley,0.05,0.03,0.01,-0.01,0.04,0.02,0.02,0,0.06,0.03,0.02,0
"Schoharie, New York",Schoharie,0.22,0.1,0.04,0,0.22,0.09,0.04,0,0.14,0.07,0.03,0
"Schoolcraft, Michigan",Schoolcraft,0.04,0.02,0.01,0,0.04,0.02,0.01,0,0.05,0.03,0.01,0
"Schuyler, Illinois",Schuyler,0.18,0.07,0.02,0,0.06,0.02,0.01,0,0.1,0.04,0.01,0
"Schuyler, Missouri",Schuyler,0.12,0.04,0.02,0,0.03,0.02,0.01,-0.01,0.04,0.03,0.02,0
"Schuyler, New York",Schuyler,0.19,0.08,0.02,0,0.3,0.11,0.04,0,0.15,0.07,0.03,0
"Schuylkill, Pennsylvania",Schuylkill,0.86,0.64,0.29,0.03,0.86,0.59,0.27,0.04,0.87,0.63,0.29,0.04
"Scioto, Ohio",Scioto,0.25,0.15,0.08,0.01,0.68,0.48,0.21,0.02,0.49,0.3,0.12,0.01
"Scotland, Missouri",Scotland,0.1,0.03,0.01,0,0.02,0.01,0,0,0.03,0.01,0,0
"Scotland, North Carolina",Scotland,0.45,0.3,0.13,0.01,0.54,0.35,0.15,0.02,0.52,0.38,0.18,0.03
"Scott, Arkansas",Scott,0.03,0.01,0,0,0.02,0.01,0,0,0.03,0.02,0.01,0
"Scott, Illinois",Scott,0.33,0.12,0.05,0,0.15,0.07,0.03,0,0.15,0.07,0.03,0
"Scott, Indiana",Scott,0.76,0.53,0.21,0.03,0.95,0.76,0.38,0.03,0.79,0.54,0.18,0.01
"Scott, Iowa",Scott,0.96,0.81,0.44,0.15,0.89,0.65,0.36,0.12,0.72,0.53,0.33,0.12
"Scott, Kansas",Scott,0.07,0.04,0.02,0,0.05,0.03,0.01,0,0.04,0.03,0.01,0
"Scott, Kentucky",Scott,0.45,0.33,0.19,0.02,0.87,0.7,0.4,0.05,0.68,0.47,0.2,0.03
"Scott, Minnesota",Scott,0.98,0.92,0.58,0.16,0.92,0.72,0.41,0.08,0.98,0.93,0.62,0.14
"Scott, Mississippi",Scott,0.23,0.12,0.04,0,0.15,0.07,0.03,0,0.29,0.17,0.06,0.01
"Scott, Missouri",Scott,0.47,0.3,0.16,0.03,0.71,0.45,0.19,0.03,0.31,0.2,0.11,0.02
"Scott, Tennessee",Scott,0.16,0.1,0.04,0,0.32,0.24,0.13,0,0.23,0.16,0.06,0
"Scott, Virginia",Scott,0.12,0.06,0.02,0,0.42,0.22,0.06,0,0.2,0.09,0.03,0
"Scotts Bluff, Nebraska",Scotts Bluff,0.49,0.33,0.15,0.03,0.12,0.07,0.04,0.01,0.27,0.15,0.06,0.02
"Screven, Georgia",Screven,0.04,0.02,0.01,0,0.05,0.03,0.01,0,0.07,0.04,0.02,0
"Scurry, Texas",Scurry,0.19,0.1,0.05,0,0.11,0.07,0.04,0,0.1,0.07,0.04,0
"Searcy, Arkansas",Searcy,0.07,0.02,0.01,0,0.04,0.02,0.01,0,0.04,0.02,0.01,0
"Sebastian, Arkansas",Sebastian,0.59,0.39,0.22,0.07,0.38,0.27,0.17,0.06,0.36,0.26,0.17,0.06
"Sedgwick, Colorado",Sedgwick,0.08,0.04,0.02,0,0.01,0.01,0,0,0.04,0.02,0.01,0
"Sedgwick, Kansas",Sedgwick,0.83,0.68,0.46,0.17,0.57,0.43,0.3,0.12,0.59,0.46,0.32,0.14
"Seminole, Florida",Seminole,0.83,0.71,0.58,0.27,0.74,0.63,0.54,0.2,0.85,0.74,0.58,0.27
"Seminole, Georgia",Seminole,0.09,0.05,0.02,0,0.08,0.04,0.02,0,0.1,0.06,0.03,0
"Seminole, Oklahoma",Seminole,0.44,0.24,0.07,0,0.27,0.12,0.04,0,0.25,0.13,0.05,0
"Seneca, New York",Seneca,0.51,0.33,0.15,0.02,0.77,0.51,0.21,0.02,0.4,0.22,0.09,0.01
"Seneca, Ohio",Seneca,0.96,0.68,0.2,0.03,0.99,0.72,0.18,0.03,0.63,0.29,0.1,0.02
"Sequatchie, Tennessee",Sequatchie,0.11,0.06,0.02,0,0.23,0.11,0.03,0,0.19,0.1,0.04,0
"Sequoyah, Oklahoma",Sequoyah,0.58,0.36,0.12,0.01,0.34,0.18,0.06,0,0.34,0.21,0.07,0.01
"Sevier, Arkansas",Sevier,0.07,0.04,0.01,0,0.05,0.03,0.01,0,0.07,0.04,0.02,0
"Sevier, Tennessee",Sevier,0.51,0.34,0.15,0.02,0.64,0.54,0.33,0.05,0.57,0.44,0.21,0.03
"Sevier, Utah",Sevier,0.04,0.02,0.01,0,0.02,0.01,0,0,0.04,0.03,0.01,0
"Seward, Kansas",Seward,0.2,0.11,0.05,0.01,0.07,0.05,0.03,0.01,0.06,0.04,0.03,0.01
"Seward, Nebraska",Seward,0.33,0.11,0.04,0,0.08,0.04,0.02,0,0.43,0.17,0.05,0.01
"Shackelford, Texas",Shackelford,0.02,0.01,0,0,0.02,0.01,0,-0.01,0.02,0.01,0,0
"Shannon, Missouri",Shannon,0.02,0.01,0,0,0.02,0.01,0,0,0.01,0,0,-0.01
"Shannon, South Dakota",Shannon,0.03,0.01,0.01,0,0.01,0.01,0,0,0.02,0.01,0,0
"Sharkey, Mississippi",Sharkey,0.04,0.02,0.01,0,0.03,0.01,0,0,0.04,0.03,0.01,0
"Sharp, Arkansas",Sharp,0.23,0.12,0.05,0,0.15,0.09,0.04,0,0.13,0.08,0.04,0
"Shasta, California",Shasta,0.04,0.03,0.02,0,0.04,0.03,0.02,0,0.05,0.03,0.02,0
"Shawano, Wisconsin",Shawano,0.43,0.22,0.08,0.01,0.34,0.15,0.06,0,0.54,0.28,0.08,0.01
"Shawnee, Kansas",Shawnee,0.9,0.71,0.45,0.12,0.55,0.39,0.25,0.08,0.52,0.38,0.23,0.07
"Sheboygan, Wisconsin",Sheboygan,0.96,0.72,0.3,0.08,0.79,0.48,0.21,0.05,0.93,0.71,0.3,0.07
"Shelby, Alabama",Shelby,0.55,0.4,0.23,0.03,0.5,0.34,0.2,0.02,0.64,0.47,0.27,0.04
"Shelby, Illinois",Shelby,0.21,0.09,0.04,0,0.26,0.09,0.04,0,0.1,0.05,0.02,0
"Shelby, Indiana",Shelby,0.9,0.66,0.17,0.02,0.96,0.65,0.18,0.03,0.92,0.55,0.13,0.02
"Shelby, Iowa",Shelby,0.24,0.08,0.03,0,0.06,0.03,0.02,0,0.51,0.13,0.03,0
"Shelby, Kentucky",Shelby,0.54,0.33,0.13,0.02,0.96,0.77,0.3,0.03,0.76,0.46,0.17,0.02
"Shelby, Missouri",Shelby,0.12,0.04,0.02,0,0.06,0.03,0.01,0,0.06,0.03,0.02,0
"Shelby, Ohio",Shelby,0.95,0.79,0.22,0.03,0.99,0.83,0.2,0.03,0.72,0.35,0.13,0.02
"Shelby, Tennessee",Shelby,0.87,0.78,0.65,0.38,0.9,0.81,0.66,0.38,0.9,0.81,0.66,0.41
"Shelby, Texas",Shelby,0.1,0.05,0.02,0,0.06,0.03,0.02,0,0.14,0.08,0.03,0
"Shenandoah, Virginia",Shenandoah,0.15,0.08,0.04,0,0.35,0.18,0.07,0.01,0.23,0.13,0.06,0
"Sherburne, Minnesota",Sherburne,0.89,0.74,0.4,0.06,0.8,0.6,0.26,0.03,0.94,0.78,0.42,0.04
"Sheridan, Kansas",Sheridan,0.01,0,0,0,0.01,0,0,0,0.01,0.01,0,0
"Sheridan, Montana",Sheridan,0.01,0,0,0,0.02,0.01,0,0,0.02,0.01,0,0
"Sheridan, Nebraska",Sheridan,0.01,0,0,0,0,0,0,0,0,0,0,0
"Sheridan, North Dakota",Sheridan,0.01,0,0,0,0.01,0,0,0,0.01,0,0,-0.01
"Sheridan, Wyoming",Sheridan,0.07,0.05,0.02,0,0.05,0.03,0.01,0,0.03,0.02,0.01,0
"Sherman, Kansas",Sherman,0.05,0.03,0.01,0,0.03,0.01,0.01,0,0.02,0.01,0.01,0
"Sherman, Nebraska",Sherman,0.03,0.01,0,0,0.02,0.01,0,0,0.05,0.02,0.01,0
"Sherman, Oregon",Sherman,0,0,0,-0.01,0,0,0,0,0,0,0,0
"Sherman, Texas",Sherman,0.04,0.02,0.01,0,0.02,0.01,0,0,0.01,0.01,0,0
"Shiawassee, Michigan",Shiawassee,0.99,0.83,0.25,0.02,0.92,0.5,0.13,0.02,0.78,0.44,0.1,0.01
"Shoshone, Idaho",Shoshone,0.02,0.01,0.01,0,0.01,0,0,0,0.01,0.01,0,0
"Sibley, Minnesota",Sibley,0.45,0.14,0.03,0,0.08,0.03,0.01,0,0.6,0.16,0.03,0
"Sierra, California",Sierra,0,0,0,-0.01,0,0,0,-0.01,0,0,0,-0.01
"Sierra, New Mexico",Sierra,0,0,0,0,0,0,0,0,0,0,0,0
"Silver Bow, Montana",Silver Bow,0.22,0.17,0.11,0.02,0.12,0.09,0.05,0.01,0.2,0.15,0.09,0.02
"Simpson, Kentucky",Simpson,0.46,0.27,0.11,0.02,0.97,0.58,0.19,0.03,0.35,0.2,0.1,0.02
"Simpson, Mississippi",Simpson,0.23,0.1,0.03,0,0.13,0.06,0.02,0,0.32,0.18,0.06,0
"Sioux, Iowa",Sioux,0.75,0.45,0.12,0.02,0.25,0.11,0.05,0,0.99,0.84,0.26,0.02
"Sioux, Nebraska",Sioux,0.01,0,0,-0.01,0,0,0,-0.01,0,0,0,0
"Sioux, North Dakota",Sioux,0.02,0.01,0,0,0.01,0,0,0,0.01,0,0,0
"Siskiyou, California",Siskiyou,0,0,0,0,0,0,0,0,0,0,0,0
"Sitka, Alaska",Sitka,0,0,0,0,0.11,0.02,0,-0.01,0.26,0.01,0,-0.01
"Skagit, Washington",Skagit,0.11,0.07,0.04,0.01,0.08,0.05,0.03,0,0.17,0.1,0.04,0
"Skagway, Alaska",Skagway,0,0,0,0,0.9,0.25,0,-0.01,0.79,0.25,0,-0.01
"Skamania, Washington",Skamania,0.01,0,0,-0.01,0,0,0,-0.01,0.01,0,0,-0.01
"Slope, North Dakota",Slope,0,0,0,0,0,0,0,-0.01,0,0,0,-0.01
"Smith, Kansas",Smith,0.02,0.01,0,0,0.01,0,0,0,0.02,0.01,0,0
"Smith, Mississippi",Smith,0.11,0.04,0.01,0,0.06,0.02,0.01,0,0.18,0.09,0.02,0
"Smith, Tennessee",Smith,0.19,0.1,0.04,0,0.4,0.21,0.07,0.01,0.28,0.13,0.05,0
"Smith, Texas",Smith,0.63,0.42,0.2,0.05,0.47,0.29,0.15,0.03,0.61,0.42,0.21,0.04
"Smyth, Virginia",Smyth,0.19,0.1,0.04,0,0.41,0.28,0.11,0.01,0.3,0.18,0.06,0
"Snohomish, Washington",Snohomish,0.27,0.23,0.15,0.03,0.23,0.17,0.11,0.02,0.3,0.24,0.14,0.03
"Snyder, Pennsylvania",Snyder,0.46,0.27,0.09,0.01,0.45,0.21,0.09,0.01,0.34,0.19,0.09,0.01
"Socorro, New Mexico",Socorro,0.01,0,0,0,0,0,0,0,0,0,0,0
"Solano, California",Solano,0.35,0.25,0.17,0.07,0.32,0.22,0.16,0.05,0.45,0.28,0.18,0.07
"Somerset, Maine",Somerset,0.06,0.03,0.01,0,0.05,0.03,0.01,0,0.05,0.03,0.01,0
"Somerset, Maryland",Somerset,0.17,0.09,0.04,0,0.31,0.16,0.07,0.01,0.21,0.12,0.05,0
"Somerset, New Jersey",Somerset,1,0.99,0.89,0.28,1,0.99,0.88,0.24,1,0.99,0.88,0.21
"Somerset, Pennsylvania",Somerset,0.56,0.38,0.15,0.01,0.6,0.41,0.15,0.01,0.5,0.34,0.13,0.01
"Somervell, Texas",Somervell,0.25,0.12,0.06,0.01,0.19,0.09,0.04,0,0.21,0.11,0.06,0.01
"Sonoma, California",Sonoma,0.17,0.13,0.08,0.02,0.17,0.12,0.08,0.02,0.22,0.15,0.09,0.02
"Southampton, Virginia",Southampton,0.17,0.1,0.04,0,0.3,0.15,0.06,0,0.17,0.09,0.04,0
"Southeast Fairbanks, Alaska",Southeast Fairbanks,0.97,0.58,0,0,0.99,0.94,0.04,0,1,0.99,0.67,0
"Spalding, Georgia",Spalding,0.93,0.83,0.49,0.05,0.9,0.78,0.39,0.04,0.93,0.85,0.54,0.06
"Spartanburg, South Carolina",Spartanburg,0.89,0.72,0.45,0.07,0.89,0.74,0.47,0.07,0.88,0.75,0.48,0.09
"Spencer, Indiana",Spencer,0.4,0.19,0.08,0,0.69,0.33,0.12,0.01,0.38,0.18,0.07,0
"Spencer, Kentucky",Spencer,0.47,0.32,0.07,0,0.92,0.65,0.21,0,0.55,0.3,0.06,0
"Spink, South Dakota",Spink,0.04,0.02,0.01,0,0.01,0.01,0,0,0.03,0.01,0,0
"Spokane, Washington",Spokane,0.57,0.47,0.3,0.09,0.27,0.18,0.12,0.04,0.43,0.29,0.15,0.05
"Spotsylvania, Virginia",Spotsylvania,0.47,0.33,0.19,0.03,0.72,0.53,0.28,0.05,0.53,0.37,0.21,0.03
"St. Bernard, Louisiana",St. Bernard,0.19,0.15,0.09,0.02,0.15,0.11,0.06,0.02,0.21,0.15,0.09,0.03
"St. Charles, Louisiana",St. Charles,0.64,0.46,0.27,0.06,0.43,0.28,0.18,0.05,0.68,0.46,0.25,0.08
"St. Charles, Missouri",St. Charles,0.97,0.87,0.62,0.2,0.86,0.76,0.53,0.16,0.93,0.76,0.49,0.15
"St. Clair, Alabama",St. Clair,0.44,0.29,0.12,0.01,0.51,0.32,0.12,0,0.56,0.39,0.18,0.01
"St. Clair, Illinois",St. Clair,0.87,0.76,0.57,0.22,0.85,0.68,0.47,0.18,0.9,0.75,0.49,0.17
"St. Clair, Michigan",St. Clair,0.98,0.85,0.39,0.06,0.94,0.71,0.28,0.06,0.94,0.73,0.28,0.05
"St. Clair, Missouri",St. Clair,0.07,0.02,0.01,0,0.03,0.01,0,-0.01,0.02,0.01,0,-0.01
"St. Croix, Wisconsin",St. Croix,0.9,0.67,0.25,0.04,0.83,0.48,0.13,0.02,0.95,0.72,0.26,0.03
"St. Francis, Arkansas",St. Francis,0.25,0.15,0.07,0.01,0.24,0.14,0.06,0.01,0.25,0.16,0.08,0.01
"St. Francois, Missouri",St. Francois,0.56,0.37,0.16,0.03,0.65,0.44,0.2,0.02,0.43,0.27,0.13,0.02
"St. Helena, Louisiana",St. Helena,0.31,0.18,0.07,0,0.21,0.1,0.03,0,0.36,0.24,0.1,0
"St. James, Louisiana",St. James,0.74,0.48,0.28,0.05,0.44,0.32,0.21,0.03,0.66,0.4,0.27,0.06
"St. John the Baptist, Louisiana",St. John the Baptist,0.44,0.29,0.18,0.06,0.28,0.21,0.14,0.04,0.38,0.27,0.17,0.07
"St. Johns, Florida",St. Johns,0.44,0.34,0.23,0.02,0.39,0.31,0.23,0.03,0.45,0.36,0.26,0.04
"St. Joseph, Indiana",St. Joseph,0.98,0.9,0.64,0.25,1,0.98,0.69,0.26,0.99,0.92,0.6,0.23
"St. Joseph, Michigan",St. Joseph,0.92,0.73,0.29,0.03,0.92,0.62,0.2,0.02,0.95,0.64,0.2,0.02
"St. Landry, Louisiana",St. Landry,0.39,0.27,0.11,0.01,0.31,0.21,0.09,0.01,0.42,0.32,0.17,0.01
"St. Lawrence, New York",St. Lawrence,0.19,0.12,0.06,0.01,0.2,0.12,0.06,0.01,0.21,0.12,0.05,0.01
"St. Louis, Minnesota",St. Louis,0.12,0.08,0.04,0.01,0.11,0.07,0.04,0.01,0.17,0.11,0.05,0.01
"St. Louis, Missouri",St. Louis,1,1,1,0.97,1,1,1,0.94,1,1,1,0.95
"St. Lucie, Florida",St. Lucie,0.45,0.39,0.31,0.07,0.46,0.38,0.31,0.07,0.47,0.4,0.33,0.08
"St. Martin, Louisiana",St. Martin,0.32,0.25,0.14,0.01,0.27,0.19,0.1,0,0.33,0.28,0.17,0.01
"St. Mary's, Maryland",St. Mary's,0.57,0.36,0.15,0.02,0.71,0.5,0.24,0.03,0.63,0.42,0.17,0.02
"St. Mary, Louisiana",St. Mary,0.3,0.2,0.12,0.02,0.23,0.17,0.1,0.02,0.27,0.2,0.13,0.03
"St. Tammany, Louisiana",St. Tammany,0.43,0.28,0.17,0.02,0.36,0.24,0.16,0.02,0.41,0.31,0.2,0.04
"Stafford, Kansas",Stafford,0.02,0.01,0,0,0.01,0.01,0,0,0.01,0.01,0,0
"Stafford, Virginia",Stafford,0.77,0.59,0.36,0.06,0.95,0.78,0.49,0.11,0.79,0.59,0.35,0.06
"Stanislaus, California",Stanislaus,0.33,0.26,0.16,0.05,0.33,0.24,0.14,0.04,0.39,0.31,0.18,0.05
"Stanley, South Dakota",Stanley,0.02,0.01,0,0,0,0,0,0,0.01,0.01,0,0
"Stanly, North Carolina",Stanly,0.61,0.33,0.13,0.01,0.6,0.3,0.11,0,0.65,0.38,0.15,0.01
"Stanton, Kansas",Stanton,0.01,0.01,0,0,0.01,0.01,0,0,0.01,0,0,0
"Stanton, Nebraska",Stanton,0.15,0.08,0.03,0,0.07,0.03,0.01,0,0.38,0.17,0.05,0
"Stark, Illinois",Stark,0.41,0.1,0.03,0,0.21,0.06,0.02,0,0.09,0.04,0.01,0
"Stark, North Dakota",Stark,0.18,0.12,0.06,0.01,0.13,0.08,0.04,0.01,0.18,0.11,0.06,0.01
"Stark, Ohio",Stark,1,0.98,0.72,0.21,1,1,0.91,0.25,0.99,0.98,0.74,0.21
"Starke, Indiana",Starke,0.83,0.48,0.15,0.01,0.86,0.49,0.12,0,0.65,0.34,0.08,0
"Starr, Texas",Starr,0.14,0.09,0.05,0,0.13,0.08,0.05,0.01,0.12,0.09,0.06,0.01
"Staunton, Virginia",Staunton,0.95,0.83,0.69,0.15,1,0.99,0.85,0.3,0.99,0.93,0.76,0.15
"Ste. Genevieve, Missouri",Ste. Genevieve,0.31,0.18,0.06,0,0.38,0.21,0.07,0,0.28,0.15,0.05,0
"Stearns, Minnesota",Stearns,0.73,0.44,0.16,0.04,0.51,0.25,0.11,0.02,0.78,0.51,0.17,0.03
"Steele, Minnesota",Steele,0.84,0.46,0.14,0.04,0.59,0.3,0.12,0.02,0.98,0.71,0.28,0.05
"Steele, North Dakota",Steele,0.01,0,0,0,0.02,0,0,0,0.02,0.01,0,0
"Stephens, Georgia",Stephens,0.5,0.3,0.14,0.02,0.59,0.37,0.15,0.01,0.61,0.41,0.19,0.02
"Stephens, Oklahoma",Stephens,0.3,0.17,0.07,0,0.3,0.16,0.07,0,0.23,0.14,0.06,0.01
"Stephens, Texas",Stephens,0.04,0.02,0.01,0,0.03,0.02,0.01,0,0.03,0.02,0.01,0
"Stephenson, Illinois",Stephenson,0.79,0.37,0.11,0.02,0.52,0.2,0.08,0.01,0.39,0.18,0.08,0.01
"Sterling, Texas",Sterling,0.02,0.01,0.01,0,0.07,0.05,0.02,0,0.01,0.01,0,0
"Steuben, Indiana",Steuben,0.99,0.91,0.41,0.04,0.98,0.69,0.27,0.03,0.79,0.46,0.2,0.02
"Steuben, New York",Steuben,0.29,0.15,0.06,0.01,0.37,0.19,0.07,0.01,0.17,0.1,0.04,0
"Stevens, Kansas",Stevens,0.06,0.03,0.02,0,0.03,0.02,0.01,0,0.03,0.01,0.01,0
"Stevens, Minnesota",Stevens,0.11,0.05,0.02,0,0.08,0.04,0.02,0,0.23,0.09,0.03,0
"Stevens, Washington",Stevens,0.07,0.04,0.01,0,0.02,0.01,0,0,0.06,0.03,0.01,0
"Stewart, Georgia",Stewart,0.03,0.02,0.01,0,0.03,0.01,0.01,0,0.03,0.02,0.01,0
"Stewart, Tennessee",Stewart,0.27,0.14,0.04,0,0.36,0.23,0.1,0,0.23,0.13,0.05,0
"Stillwater, Montana",Stillwater,0.03,0.02,0,0,0.01,0,0,0,0.01,0,0,0
"Stoddard, Missouri",Stoddard,0.24,0.11,0.04,0,0.31,0.13,0.05,0,0.11,0.06,0.03,0
"Stokes, North Carolina",Stokes,0.29,0.15,0.05,0,0.68,0.39,0.12,0,0.43,0.23,0.08,0
"Stone, Arkansas",Stone,0.18,0.09,0.03,0,0.13,0.07,0.02,0,0.09,0.04,0.01,0
"Stone, Mississippi",Stone,0.12,0.06,0.03,0,0.11,0.05,0.03,0,0.15,0.09,0.04,0
"Stone, Missouri",Stone,0.75,0.43,0.13,0,0.54,0.3,0.11,0,0.34,0.18,0.06,0
"Stonewall, Texas",Stonewall,0.01,0,0,0,0,0,0,0,0,0,0,0
"Storey, Nevada",Storey,0.1,0.07,0.05,0,0.12,0.07,0.04,0,0.28,0.13,0.06,0
"Story, Iowa",Story,0.88,0.62,0.26,0.06,0.51,0.29,0.13,0.03,0.87,0.63,0.27,0.05
